candidate_id,identity_key,name_en_candidate,vendor_body_tags,body_part_candidates_ko,equipment_candidates,recording_type_candidates,source_count,male_count,female_count,duplicate_review_group_id,duplicate_review_key,default_male_media_id_candidate,default_female_media_id_candidate,media_pairing_status,name_ko,primary_muscles_ko,secondary_muscles_ko,movement_pattern,posture_context,catalog_status,qa_status
gvc_7de817414cea,3 4 sit up,3 4 Sit Up,Waist,코어,,reps,2,1,1,gvr_7de817414cea,3 4 sit up,gv_m_effa41a5fc,gv_f_d449386b51,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_8a7d5ad315d4,3 leg chatarunga pose,3 Leg Chatarunga Pose,Stretching,,,,1,0,1,gvr_8a7d5ad315d4,3 leg chatarunga pose,,gv_f_a2a6c115ad,female_only,,,,,,review,auto_candidate
gvc_788be3291e46,3 leg dog pose,3 Leg Dog Pose,Stretching,,,,1,0,1,gvr_788be3291e46,3 leg dog pose,,gv_f_da9706b1bf,female_only,,,,,,review,auto_candidate
gvc_4ed56fb3d716,3 point standing hops,3 Point Standing Hops,Plyometrics,,,,1,1,0,gvr_4ed56fb3d716,3 point standing hops,gv_m_8d4b7f1abf,,male_only,,,,,,review,auto_candidate
gvc_4dde96d32f7a,3 sec sumo squat,3 Sec Sumo Squat,Hips,하체,,,1,0,1,gvr_4dde96d32f7a,3 sec sumo squat,,gv_f_f7130068a9,female_only,,,,,,review,auto_candidate
gvc_396a0ab4197c,4 cone single foot lateral hops,4 Cone Single Foot Lateral Hops,Plyometrics,,,,1,1,0,gvr_396a0ab4197c,4 cone single foot lateral hops,gv_m_4fe7cf40f4,,male_only,,,,,,review,auto_candidate
gvc_aa26bdddc8d7,4 coners side step,4 Coners Side Step,Plyometrics,,,,1,0,1,gvr_aa26bdddc8d7,4 coners side step,,gv_f_c72c9ab212,female_only,,,,,,review,auto_candidate
gvc_7944dedc5d19,4 corners curtsy,4 Corners Curtsy,Plyometrics,,,,1,1,0,gvr_7944dedc5d19,4 corners curtsy,gv_m_b25a7ccb22,,male_only,,,,,,review,auto_candidate
gvc_509a87f92407,4 punches side squat,4 Punches Side Squat,Plyometrics,,,,1,0,1,gvr_509a87f92407,4 punches side squat,,gv_f_7eeb13b1cd,female_only,,,,,,review,auto_candidate
gvc_6479df0367a3,4 reverse lunge and 4 side taps,4 Reverse Lunge And 4 Side Taps,Plyometrics,,,,1,0,1,gvr_6479df0367a3,4 reverse lunge and 4 side taps,,gv_f_1ff25cc9e4,female_only,,,,,,review,auto_candidate
gvc_87688a766ab6,4 way single leg hop,4 Way Single Leg Hop,Plyometrics,,,,1,1,0,gvr_87688a766ab6,4 way single leg hop,gv_m_d72e270d30,,male_only,,,,,,review,auto_candidate
gvc_bf46882b061f,45 degree bycicle twisting crunch,45 Degree Bycicle Twisting Crunch,Waist,코어,,reps,2,1,1,gvr_bf46882b061f,45 degree bycicle twisting crunch,gv_m_ce776cfe90,gv_f_0b290e7ff2,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_6402dfeee7c6,45 degree hip extension glute focused,45 Degree Hip Extension Glute Focused,Hips,하체,,,1,0,1,gvr_6402dfeee7c6,45 degree hip extension glute focused,,gv_f_20202783b2,female_only,,,,,,review,auto_candidate
gvc_c7a0b51bb92b,45 degree hip extension glute focused version 2,45 Degree Hip Extension Glute Focused (version 2),,,,,1,0,1,gvr_6402dfeee7c6,45 degree hip extension glute focused,,gv_f_dea8308648,female_only,,,,,,review,auto_candidate
gvc_7b062d001eb3,45 degree hyperextension arms in front of chest,45 Degree Hyperextension (arms In Front Of Chest),Back,등,,,3,1,2,gvr_7b062d001eb3,45 degree hyperextension arms in front of chest,gv_m_c6e1b266ee,,paired_multi_variant_review,,,,,,review,auto_candidate
gvc_0b06a5275641,45 degree lean back alternate knee raise,45 Degree Lean Back Alternate Knee Raise,Waist,코어,,reps,1,1,0,gvr_0b06a5275641,45 degree lean back alternate knee raise,gv_m_b402b4ec80,,male_only,,,,,,review,auto_candidate
gvc_15a79c96e3af,45 degree side bend,45 Degree Side Bend,Waist,코어,,,1,1,0,gvr_15a79c96e3af,45 degree side bend,gv_m_cc705549b8,,male_only,,,,,,review,auto_candidate
gvc_dc79cb72e8c0,45 degree twisting hyperextension,45 Degree Twisting Hyperextension,Hips,하체,,,2,1,1,gvr_dc79cb72e8c0,45 degree twisting hyperextension,gv_m_3d6ca1f52c,gv_f_cac44cfdc1,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_e77fa5930c5d,45 degrees back extension scapular adduction,45 Degrees Back Extension Scapular Adduction (,,,,,1,1,0,gvr_e77fa5930c5d,45 degrees back extension scapular adduction,gv_m_6333b4182f,,male_only,,,,,,review,auto_candidate
gvc_b041ca679d67,45 degrees reverse hyperextension,45 Degrees Reverse Hyperextension,Hips,하체,,,1,1,0,gvr_b041ca679d67,45 degrees reverse hyperextension,gv_m_29f32b12e6,,male_only,,,,,,review,auto_candidate
gvc_df184f2df237,45 degrees side bend,45 Degrees Side Bend,Waist,코어,,,1,0,1,gvr_df184f2df237,45 degrees side bend,,gv_f_d113a9e575,female_only,,,,,,review,auto_candidate
gvc_085a7509e924,45 degrees single leg reverse hyperextension,45 Degrees Single Leg Reverse Hyperextension,Hips,하체,,,1,1,0,gvr_085a7509e924,45 degrees single leg reverse hyperextension,gv_m_cce95075e2,,male_only,,,,,,review,auto_candidate
gvc_32209b7c78b3,45 degrees step out,45 Degrees Step Out,Plyometrics,,,,1,0,1,gvr_32209b7c78b3,45 degrees step out,,gv_f_a4d8112816,female_only,,,,,,review,auto_candidate
gvc_8f869590f5e4,5 sec fist against chin,5 Sec Fist Against Chin,Neck,기타,,,1,1,0,gvr_8f869590f5e4,5 sec fist against chin,gv_m_3aed555739,,male_only,,,,,,review,auto_candidate
gvc_72f4fafc7888,90 degree heel touch,90 Degree Heel Touch,Waist,코어,,,3,2,1,gvr_72f4fafc7888,90 degree heel touch,,gv_f_6656b8df18,paired_multi_variant_review,,,,,,review,auto_candidate
gvc_c7c717623fe6,90 degree heel touch against wall,90 Degree Heel Touch Against Wall,Waist,코어,,,1,1,0,gvr_c7c717623fe6,90 degree heel touch against wall,gv_m_62e2da354c,,male_only,,,,,,review,auto_candidate
gvc_2b4a773ddeee,90 degree single knee crunch,90 Degree Single Knee Crunch,Waist,코어,,reps,1,0,1,gvr_2b4a773ddeee,90 degree single knee crunch,,gv_f_424dc5b7c3,female_only,,,,,,review,auto_candidate
gvc_93553e778480,90 to 90 beginner,90 To 90 (beginner),Hips,하체,,,1,0,1,gvr_93553e778480,90 to 90 beginner,,gv_f_739c3b99fe,female_only,,,,,,review,auto_candidate
gvc_d940601f6f0b,90 to 90 hip leans,90 To 90 Hip Leans,Hips,하체,,,1,0,1,gvr_d940601f6f0b,90 to 90 hip leans,,gv_f_5ce5dc3f63,female_only,,,,,,review,auto_candidate
gvc_2131b043cfb2,90 to 90 knee thrust,90 To 90 Knee Thrust,Hips,하체,,,2,1,1,gvr_2131b043cfb2,90 to 90 knee thrust,gv_m_96f543d5bc,gv_f_76beeb90fc,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_b336152755b5,90 to 90 lean,90 To 90 Lean,Hips,하체,,,2,1,1,gvr_b336152755b5,90 to 90 lean,gv_m_ce5638dbac,gv_f_e91512687d,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_51455d73978c,90 to 90 leg lift and kickout,90 To 90 Leg Lift And Kickout,Hips,하체,,,1,0,1,gvr_51455d73978c,90 to 90 leg lift and kickout,,gv_f_6bf420c1da,female_only,,,,,,review,auto_candidate
gvc_be8f26a6d5b4,90 to 90 overhead reach,90 To 90 Overhead Reach,Stretching,,,,1,0,1,gvr_be8f26a6d5b4,90 to 90 overhead reach,,gv_f_3a2cf1c1a8,female_only,,,,,,review,auto_candidate
gvc_d470526b1629,90 to 90 stretch,90 To 90 Stretch,Stretching,,,,2,1,1,gvr_d470526b1629,90 to 90 stretch,gv_m_c5dec34fed,gv_f_5dc822e151,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_cc426801ce74,90 to 90 switch,90 To 90 Switch,Stretching,,,,2,1,1,gvr_cc426801ce74,90 to 90 switch,gv_m_ef587c24e7,gv_f_311615d2e2,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_e2144a10b8ef,90 to 90 to shin box step through,90 To 90 To Shin Box Step Through,Hips,하체,,,1,0,1,gvr_e2144a10b8ef,90 to 90 to shin box step through,,gv_f_40a070325e,female_only,,,,,,review,auto_candidate
gvc_e5c7e75aa100,ab mat sit up,Ab Mat Sit Up,Waist,코어,,reps,1,0,1,gvr_e5c7e75aa100,ab mat sit up,,gv_f_309dac1767,female_only,,,,,,review,auto_candidate
gvc_86bc51208a0c,ab roller crunch,Ab Roller Crunch,Waist,코어,,reps,1,0,1,gvr_86bc51208a0c,ab roller crunch,,gv_f_22e1d20cbf,female_only,,,,,,review,auto_candidate
gvc_2756e2685509,ab tuck,Ab Tuck,Waist,코어,,,1,1,0,gvr_2756e2685509,ab tuck,gv_m_6bbfe165a4,,male_only,,,,,,review,auto_candidate
gvc_5f2130a4f51e,ab twist toe tap,Ab Twist Toe Tap,Waist,코어,,,2,1,1,gvr_5f2130a4f51e,ab twist toe tap,gv_m_61d5e94fb9,gv_f_9ad8af52ae,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_145854d3316c,abdominal stretch,Abdominal Stretch,Waist,코어,,duration,1,0,1,gvr_145854d3316c,abdominal stretch,,gv_f_2832283b13,female_only,,,,,,review,auto_candidate
gvc_0c6ada431d0b,abduction of single leg flexion stretch,Abduction Of One Leg Flexion Stretch,Hips,하체,,duration,1,0,1,gvr_0c6ada431d0b,abduction of single leg flexion stretch,,gv_f_e8531624af,female_only,,,,,,review,auto_candidate
gvc_17084d7a133f,above head chest stretch,Above Head Chest Stretch,Chest,가슴,,duration,2,1,1,gvr_17084d7a133f,above head chest stretch,gv_m_436482d358,gv_f_f2de1910b9,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_3efe01b055f2,across chest shoulder stretch,Across Chest Shoulder Stretch,Back,등,,duration,2,2,0,gvr_3efe01b055f2,across chest shoulder stretch,,,male_only,,,,,,review,auto_candidate
gvc_9f3d9fd4dadb,adductor stretch,Adductor Stretch,Hips,하체,,duration,2,1,1,gvr_9f3d9fd4dadb,adductor stretch,gv_m_abaaf96e61,gv_f_0a8bbd0273,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_34cef51c34f3,adductors stretch coronal plane,Adductors Stretch Coronal Plane,Hips,하체,,duration,1,1,0,gvr_34cef51c34f3,adductors stretch coronal plane,gv_m_a16dc165ed,,male_only,,,,,,review,auto_candidate
gvc_0722e1cc658c,adductors stretch sagittal plane,Adductors Stretch Sagittal Plane,Hips,하체,,duration,1,1,0,gvr_0722e1cc658c,adductors stretch sagittal plane,gv_m_fa1f4cf97e,,male_only,,,,,,review,auto_candidate
gvc_7098c998e350,adductors stretch transverse plane,Adductors Stretch Transverse Plane,Hips,하체,,duration,1,1,0,gvr_7098c998e350,adductors stretch transverse plane,gv_m_68fd078193,,male_only,,,,,,review,auto_candidate
gvc_3249bcc78323,air bike,Air Bike,Waist,코어,,,1,1,0,gvr_3249bcc78323,air bike,gv_m_923f468f2b,,male_only,,,,,,review,auto_candidate
gvc_b2e0f7a306dc,air bike version 2,Air Bike (version 2),Waist,코어,,,1,0,1,gvr_3249bcc78323,air bike,,gv_f_5cd728a7cc,female_only,,,,,,review,auto_candidate
gvc_5cc3ce4dea8b,air bike on a chair,Air Bike On A Chair,Waist,코어,,,1,0,1,gvr_5cc3ce4dea8b,air bike on a chair,,gv_f_edf726e8f3,female_only,,,,,,review,auto_candidate
gvc_5f3ab8238aac,air pillow balance counterbalanced skater squat m,Air Pillow Balance Counterbalanced Skater Squat (m,,,,,1,1,0,gvr_5f3ab8238aac,air pillow balance counterbalanced skater squat m,gv_m_65cd9b4b9f,,male_only,,,,,,review,auto_candidate
gvc_f552a45b5036,air pillow crunch,Air Pillow Crunch,Waist,코어,,reps,1,1,0,gvr_f552a45b5036,air pillow crunch,gv_m_ce79e9bd46,,male_only,,,,,,review,auto_candidate
gvc_0462efe9f85e,air punches march,Air Punches March,Plyometrics,,,,1,0,1,gvr_0462efe9f85e,air punches march,,gv_f_c2b556f690,female_only,,,,,,review,auto_candidate
gvc_750fd6a1fc25,air twisting crunch,Air Twisting Crunch,Waist,코어,,reps,2,1,1,gvr_750fd6a1fc25,air twisting crunch,gv_m_a8d07b3e88,gv_f_da3bd961bd,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_89403394cc9b,air twisting crunch version 2,Air Twisting Crunch (version 2),Waist,코어,,reps,1,1,0,gvr_750fd6a1fc25,air twisting crunch,gv_m_34feaf2056,,male_only,,,,,,review,auto_candidate
gvc_89d4f5b4e5c7,all fours squad stretch,All Fours Squad Stretch,Thighs,하체,,duration,2,1,1,gvr_89d4f5b4e5c7,all fours squad stretch,gv_m_2fedb4057d,gv_f_f5e89af524,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_d0c600edf739,alternate ankle tap under sit agains wall,Alternate Ankle Tap Under Sit Agains Wall,,,,,1,0,1,gvr_d0c600edf739,alternate ankle tap under sit agains wall,,gv_f_97a48a10d6,female_only,,,,,,review,auto_candidate
gvc_06e1aac8171c,alternate ankle tap under sit agains wall h,Alternate Ankle Tap Under Sit Agains Wall H,,,,,1,1,0,gvr_06e1aac8171c,alternate ankle tap under sit agains wall h,gv_m_fa5dc36851,,male_only,,,,,,review,auto_candidate
gvc_da3173d1ac1a,alternate bent leg 45 degree extension,Alternate Bent Leg 45 Degree Extension,Waist,코어,,,1,1,0,gvr_da3173d1ac1a,alternate bent leg 45 degree extension,gv_m_80bb229e0a,,male_only,,,,,,review,auto_candidate
gvc_0243d0f707c4,alternate butt kick to knee thrust,Alternate Butt Kick To Knee Thrust,Plyometrics,,,,1,0,1,gvr_0243d0f707c4,alternate butt kick to knee thrust,,gv_f_a5c4118246,female_only,,,,,,review,auto_candidate
gvc_e1cb25f6f816,alternate donkey kick,Alternate Donkey Kick,Hips,하체,,,1,0,1,gvr_e1cb25f6f816,alternate donkey kick,,gv_f_116b41d551,female_only,,,,,,review,auto_candidate
gvc_80ce007a3d81,alternate foot hopscotch,Alternate Foot Hopscotch,Plyometrics,,,,1,1,0,gvr_80ce007a3d81,alternate foot hopscotch,gv_m_570ca3447a,,male_only,,,,,,review,auto_candidate
gvc_1bc14c6c2014,alternate forward kick,Alternate Forward Kick,Plyometrics,,,,1,0,1,gvr_1bc14c6c2014,alternate forward kick,,gv_f_3b694a7c7f,female_only,,,,,,review,auto_candidate
gvc_fb54ed37ac13,alternate forward step arm swing,Alternate Forward Step Arm Swing,Plyometrics,,,,1,1,0,gvr_fb54ed37ac13,alternate forward step arm swing,gv_m_a0f68babc5,,male_only,,,,,,review,auto_candidate
gvc_e3b4ace0a18e,alternate frog crunch,Alternate Frog Crunch,Waist,코어,,reps,1,1,0,gvr_e3b4ace0a18e,alternate frog crunch,gv_m_53ba416fb8,,male_only,,,,,,review,auto_candidate
gvc_942d27ca3ff3,alternate front kick in place,Alternate Front Kick In Place,Plyometrics,,,,1,1,0,gvr_942d27ca3ff3,alternate front kick in place,gv_m_26308fd00b,,male_only,,,,,,review,auto_candidate
gvc_c1e42751d9be,alternate front kick in place with arm circles,Alternate Front Kick In Place With Arm Circles,Plyometrics,,,,1,1,0,gvr_c1e42751d9be,alternate front kick in place with arm circles,gv_m_788cef9725,,male_only,,,,,,review,auto_candidate
gvc_da5858c2e73c,alternate front step knee drive,Alternate Front Step Knee Drive,Plyometrics,,,,1,0,1,gvr_da5858c2e73c,alternate front step knee drive,,gv_f_d20ce871f2,female_only,,,,,,review,auto_candidate
gvc_b32b99a478cc,alternate hamstring curl sky punch,Alternate Hamstring Curl Sky Punch,Plyometrics,,,,1,1,0,gvr_b32b99a478cc,alternate hamstring curl sky punch,gv_m_8fdcb427d8,,male_only,,,,,,review,auto_candidate
gvc_3db46c0d7078,alternate heel tap sit agains wall,Alternate Heel Tap Sit Agains Wall,Calves,하체,,,2,1,1,gvr_3db46c0d7078,alternate heel tap sit agains wall,gv_m_a956ab94db,gv_f_3104d440b7,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_b12eba407e79,alternate heel touch side kick squat,Alternate Heel Touch Side Kick Squat,Thighs,하체,,,2,1,1,gvr_b12eba407e79,alternate heel touch side kick squat,gv_m_276a83b665,gv_f_a67cc263f0,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_f87c58e5af55,alternate heel touchers,Alternate Heel Touchers,Waist,코어,,,4,3,1,gvr_f87c58e5af55,alternate heel touchers,,gv_f_1b6f0071c6,paired_multi_variant_review,,,,,,review,auto_candidate
gvc_ba9c2998c51c,alternate high knee turn sky reach,Alternate High Knee Turn Sky Reach,Plyometrics,,,,1,0,1,gvr_ba9c2998c51c,alternate high knee turn sky reach,,gv_f_03b4e83c6a,female_only,,,,,,review,auto_candidate
gvc_c03c769f66de,alternate knee cross over sit agains wall,Alternate Knee Cross Over Sit Agains Wall,,,,,1,0,1,gvr_c03c769f66de,alternate knee cross over sit agains wall,,gv_f_171d5f6ab1,female_only,,,,,,review,auto_candidate
gvc_9a3e937bdf95,alternate knee cross over sit agains wall h,Alternate Knee Cross Over Sit Agains Wall H,,,,,1,1,0,gvr_9a3e937bdf95,alternate knee cross over sit agains wall h,gv_m_8fb0e276a6,,male_only,,,,,,review,auto_candidate
gvc_2a6ad8e34358,alternate knee raise side reach,Alternate Knee Raise Side Reach,Plyometrics,,,,1,1,0,gvr_2a6ad8e34358,alternate knee raise side reach,gv_m_0a0d591b05,,male_only,,,,,,review,auto_candidate
gvc_8c94917f03d8,alternate leg kick sit agains wall,Alternate Leg Kick Sit Agains Wall,Thighs,하체,,,2,1,1,gvr_8c94917f03d8,alternate leg kick sit agains wall,gv_m_f80e503632,gv_f_457a5908b8,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_7bb579d6cffb,alternate leg lift double hands crunch,Alternate Leg Lift Double Hands Crunch,Plyometrics,,,,1,1,0,gvr_7bb579d6cffb,alternate leg lift double hands crunch,gv_m_93db0a2b4d,,male_only,,,,,,review,auto_candidate
gvc_fd1a59cace91,alternate leg lift tap arms circle,Alternate Leg Lift Tap Arms Circle,Plyometrics,,,,1,1,0,gvr_fd1a59cace91,alternate leg lift tap arms circle,gv_m_fa7b455eef,,male_only,,,,,,review,auto_candidate
gvc_17d577a102eb,alternate leg lift twist,Alternate Leg Lift Twist,Plyometrics,,,,1,1,0,gvr_17d577a102eb,alternate leg lift twist,gv_m_e51b9a3840,,male_only,,,,,,review,auto_candidate
gvc_1ea6d8560692,alternate leg pull,Alternate Leg Pull,Waist,코어,,,1,1,0,gvr_1ea6d8560692,alternate leg pull,gv_m_3b5823a21d,,male_only,,,,,,review,auto_candidate
gvc_884bf07f6df1,alternate leg raise,Alternate Leg Raise,Hips,하체,,reps,2,1,1,gvr_884bf07f6df1,alternate leg raise,gv_m_682856b2ee,gv_f_25b3c4ebf2,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_63931e9afef1,alternate leg raise from reverse plank position f,Alternate Leg Raise From Reverse Plank Position (f,,,,duration,1,0,1,gvr_63931e9afef1,alternate leg raise from reverse plank position f,,gv_f_65119d431c,female_only,,,,,,review,auto_candidate
gvc_0a51478b7596,alternate leg raise with head up,Alternate Leg Raise With Head Up,Waist,코어,,reps,2,1,1,gvr_0a51478b7596,alternate leg raise with head up,gv_m_c0cf80a21d,gv_f_a847004955,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_329291ce686c,alternate leg raise with head up version 2,Alternate Leg Raise With Head Up (version 2),Waist,코어,,reps,1,1,0,gvr_0a51478b7596,alternate leg raise with head up,gv_m_c3ce7204c7,,male_only,,,,,,review,auto_candidate
gvc_55b6c251fe87,alternate leg reach crunch,Alternate Leg Reach Crunch,Waist,코어,,reps,1,0,1,gvr_55b6c251fe87,alternate leg reach crunch,,gv_f_f6ebbe3fcc,female_only,,,,,,review,auto_candidate
gvc_c26da9f9200b,alternate lying floor leg raise,Alternate Lying Floor Leg Raise,Waist,코어,,reps,2,1,1,gvr_c26da9f9200b,alternate lying floor leg raise,gv_m_af09da5a2f,gv_f_7b0bf9252f,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0e345cbb433e,alternate oblique crunch,Alternate Oblique Crunch,Waist,코어,,reps,2,1,1,gvr_0e345cbb433e,alternate oblique crunch,gv_m_754b479806,gv_f_cb58c3e34f,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_c9058aeea7a9,alternate obliques pulse twist side reach,Alternate Obliques Pulse Twist Side Reach,,,,,1,0,1,gvr_c9058aeea7a9,alternate obliques pulse twist side reach,,gv_f_02999b3f50,female_only,,,,,,review,auto_candidate
gvc_8c8da535b8fb,alternate obliques pulse twist side reach w,Alternate Obliques Pulse Twist Side Reach W,,,,,1,1,0,gvr_8c8da535b8fb,alternate obliques pulse twist side reach w,gv_m_f328277128,,male_only,,,,,,review,auto_candidate
gvc_bc1c89a11b05,alternate punching,Alternate Punching,Cardio,,,,1,0,1,gvr_bc1c89a11b05,alternate punching,,gv_f_8d57a0529d,female_only,,,,,,review,auto_candidate
gvc_0ed3c184229c,alternate side place leg,Alternate Side Place Leg,Hips,하체,,,1,0,1,gvr_0ed3c184229c,alternate side place leg,,gv_f_a4dcdc94f6,female_only,,,,,,review,auto_candidate
gvc_88a37381d062,alternate side step bend,Alternate Side Step Bend,Plyometrics,,,,1,0,1,gvr_88a37381d062,alternate side step bend,,gv_f_0493447d94,female_only,,,,,,review,auto_candidate
gvc_c4fd895e4f1b,alternate side step jump side bend,Alternate Side Step Jump Side Bend,Plyometrics,,,,1,1,0,gvr_c4fd895e4f1b,alternate side step jump side bend,gv_m_47fc051fcc,,male_only,,,,,,review,auto_candidate
gvc_991ad006b45f,alternate single leg glute bridge,Alternate Single Leg Glute Bridge,Hips,하체,,,1,0,1,gvr_991ad006b45f,alternate single leg glute bridge,,gv_f_86b282d376,female_only,,,,,,review,auto_candidate
gvc_1ddf87be7f06,alternate single leg raise plank,Alternate Single Leg Raise Plank,Hips,하체,,duration,1,1,0,gvr_1ddf87be7f06,alternate single leg raise plank,gv_m_d8cd876259,,male_only,,,,,,review,auto_candidate
gvc_2e267a6e3476,alternate single leg sit wall,Alternate Single Leg Sit Wall,Thighs,하체,,,1,1,0,gvr_2e267a6e3476,alternate single leg sit wall,gv_m_cc815caf89,,male_only,,,,,,review,auto_candidate
gvc_2fe9e7c29ef6,alternate sprinter lunge,Alternate Sprinter Lunge,Thighs,하체,,reps,2,1,1,gvr_2fe9e7c29ef6,alternate sprinter lunge,gv_m_74d96e02de,gv_f_71d8cc0d7b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_c4da60a7a169,alternate straight leg raise on bosu ball femal,Alternate Straight Leg Raise (on Bosu Ball) (femal,,,,reps,1,0,1,gvr_c4da60a7a169,alternate straight leg raise on bosu ball femal,,gv_f_75ed00f40c,female_only,,,,,,review,auto_candidate
gvc_14063d8a073c,alternate toe tap leg lift,Alternate Toe Tap Leg Lift,Hips,하체,,,1,1,0,gvr_14063d8a073c,alternate toe tap leg lift,gv_m_e7702b0665,,male_only,,,,,,review,auto_candidate
gvc_af4de32fef9c,alternate twisting knee thrust,Alternate Twisting Knee Thrust,Plyometrics,,,,1,1,0,gvr_af4de32fef9c,alternate twisting knee thrust,gv_m_92ce0029a9,,male_only,,,,,,review,auto_candidate
gvc_b39d903ba0d9,alternate upper chest raise,Alternate Upper Chest Raise,Chest,가슴,,,1,0,1,gvr_b39d903ba0d9,alternate upper chest raise,,gv_f_0b961b7cff,female_only,,,,,,review,auto_candidate
gvc_1e0e013cbbd8,alternate v feet raises,Alternate V Feet Raises,Hips,하체,,,1,0,1,gvr_1e0e013cbbd8,alternate v feet raises,,gv_f_fd1bb934d3,female_only,,,,,,review,auto_candidate
gvc_d99d551af744,alternating ankle touch,Alternating Ankle Touch,Plyometrics,,,,2,1,1,gvr_d99d551af744,alternating ankle touch,gv_m_3a0e40b765,gv_f_eeda7d2cdc,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_52e2a3038e69,alternating celebratory knee drives,Alternating Celebratory Knee Drives,Plyometrics,,,,1,0,1,gvr_52e2a3038e69,alternating celebratory knee drives,,gv_f_e219d633c8,female_only,,,,,,review,auto_candidate
gvc_bb616046fee5,alternating front kick forward push,Alternating Front Kick Forward Push,Plyometrics,,,,1,0,1,gvr_bb616046fee5,alternating front kick forward push,,gv_f_4551b84d9b,female_only,,,,,,review,auto_candidate
gvc_55f56311ef19,alternating hamstring arm lift,Alternating Hamstring Arm Lift,Plyometrics,,,,1,0,1,gvr_55f56311ef19,alternating hamstring arm lift,,gv_f_f8e328cde2,female_only,,,,,,review,auto_candidate
gvc_b1d2771b8df3,alternating hamstring curl double kick,Alternating Hamstring Curl Double Kick,Plyometrics,,,,1,0,1,gvr_b1d2771b8df3,alternating hamstring curl double kick,,gv_f_f093eb205e,female_only,,,,,,review,auto_candidate
gvc_ac87f7604f73,alternating hamstring curl jack,Alternating Hamstring Curl Jack,Plyometrics,,,,1,1,0,gvr_ac87f7604f73,alternating hamstring curl jack,gv_m_abc9f0494d,,male_only,,,,,,review,auto_candidate
gvc_901093596671,alternating hamstring curl kick,Alternating Hamstring Curl Kick,Plyometrics,,,,1,0,1,gvr_901093596671,alternating hamstring curl kick,,gv_f_cf93c1f596,female_only,,,,,,review,auto_candidate
gvc_af0c66eeb7d7,alternating hamstring curl overhead clap,Alternating Hamstring Curl Overhead Clap,Plyometrics,,,,1,1,0,gvr_af0c66eeb7d7,alternating hamstring curl overhead clap,gv_m_9675700800,,male_only,,,,,,review,auto_candidate
gvc_392d3efea5c0,alternating hamstring curl pulldown,Alternating Hamstring Curl Pulldown,Plyometrics,,,,1,1,0,gvr_392d3efea5c0,alternating hamstring curl pulldown,gv_m_8b932b0e3b,,male_only,,,,,,review,auto_candidate
gvc_4e4c5587c456,alternating hamstring curl with punche,Alternating Hamstring Curl With Punche,Plyometrics,,,,2,1,1,gvr_4e4c5587c456,alternating hamstring curl with punche,gv_m_ccd2e8ca3c,gv_f_738e9a4f40,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_5b9740f2e6b7,alternating hip flexor hamstring stretch,Alternating Hip Flexor Hamstring Stretch,,,,duration,1,0,1,gvr_5b9740f2e6b7,alternating hip flexor hamstring stretch,,gv_f_7fed6c63a3,female_only,,,,,,review,auto_candidate
gvc_dccaf7afa9ad,alternating knee thrust,Alternating Knee Thrust,Plyometrics,,,,1,0,1,gvr_dccaf7afa9ad,alternating knee thrust,,gv_f_c65b89399e,female_only,,,,,,review,auto_candidate
gvc_e817e694aa56,alternating leg downward dog,Alternating Leg Downward Dog,Stretching,,,,2,1,1,gvr_e817e694aa56,alternating leg downward dog,gv_m_581fbbf691,gv_f_2c7a565b0b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_6f0c5c2e3caf,alternating shoulder flexion back to wall y raise,Alternating Shoulder Flexion Back To Wall (y Raise,,,,,1,1,0,gvr_6f0c5c2e3caf,alternating shoulder flexion back to wall y raise,gv_m_cda701fdd2,,male_only,,,,,,review,auto_candidate
gvc_5052a3a83ad0,alternating squat and reach,Alternating Squat And Reach,Plyometrics,,,,1,0,1,gvr_5052a3a83ad0,alternating squat and reach,,gv_f_c6cef9207c,female_only,,,,,,review,auto_candidate
gvc_e3bc799b0d00,alternating step out,Alternating Step Out,Plyometrics,,,,1,1,0,gvr_e3bc799b0d00,alternating step out,gv_m_7039d2f727,,male_only,,,,,,review,auto_candidate
