candidate_id,identity_key,name_en_candidate,vendor_body_tags,body_part_candidates_ko,equipment_candidates,recording_type_candidates,source_count,male_count,female_count,duplicate_review_group_id,duplicate_review_key,default_male_media_id_candidate,default_female_media_id_candidate,media_pairing_status,name_ko,primary_muscles_ko,secondary_muscles_ko,movement_pattern,posture_context,catalog_status,qa_status
gvc_1dedd0274552,barbell pause full squat,Barbell Pause Full Squat,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_1dedd0274552,barbell pause full squat,gv_m_e8fcf444d7,,male_only,,,,,,review,auto_candidate
gvc_b69f2e1c6f3f,barbell pause incline bench press,Barbell Pause Incline Bench Press,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_b69f2e1c6f3f,barbell pause incline bench press,gv_m_f098126fd1,,male_only,,,,,,review,auto_candidate
gvc_51a2dde6c996,barbell pause lunge,Barbell Pause Lunge,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_51a2dde6c996,barbell pause lunge,gv_m_64dca214cf,,male_only,,,,,,review,auto_candidate
gvc_b22bf5d21aa4,barbell paused bent over row,Barbell Paused Bent Over Row,Back,등,Barbell,weight_reps,1,1,0,gvr_b22bf5d21aa4,barbell paused bent over row,gv_m_e8dfd630c4,,male_only,,,,,,review,auto_candidate
gvc_925fe7dd1131,barbell paused sumo deadlift,Barbell Paused Sumo Deadlift,Hips,하체,Barbell,weight_reps,1,1,0,gvr_925fe7dd1131,barbell paused sumo deadlift,gv_m_e8101b2f3d,,male_only,,,,,,review,auto_candidate
gvc_374cc257da16,barbell pendlay row,Barbell Pendlay Row,Back,등,Barbell,weight_reps,1,1,0,gvr_374cc257da16,barbell pendlay row,gv_m_45799661f8,,male_only,,,,,,review,auto_candidate
gvc_2b922dec25be,barbell pin bench press conventional grip c,Barbell Pin Bench Press Conventional Grip C,,,Barbell,weight_reps,1,1,0,gvr_2b922dec25be,barbell pin bench press conventional grip c,gv_m_347704e42b,,male_only,,,,,,review,auto_candidate
gvc_e4515cbca7a2,barbell pin chest press,Barbell Pin Chest Press,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_e4515cbca7a2,barbell pin chest press,gv_m_1692b87cff,,male_only,,,,,,review,auto_candidate
gvc_4ac2ce463882,barbell pin front squat,Barbell Pin Front Squat,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_4ac2ce463882,barbell pin front squat,gv_m_02a157d5f6,,male_only,,,,,,review,auto_candidate
gvc_0fc4d50192d4,barbell pin good morning,Barbell Pin Good Morning,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_0fc4d50192d4,barbell pin good morning,gv_m_dcd0e4cf4f,,male_only,,,,,,review,auto_candidate
gvc_52bd6e2459da,barbell power clean,Barbell Power Clean,Weightlifting,,Barbell,weight_reps,1,0,1,gvr_52bd6e2459da,barbell power clean,,gv_f_ec72403938,female_only,,,,,,review,auto_candidate
gvc_0ccbcf120670,barbell power clean from blocks,Barbell Power Clean From Blocks,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_0ccbcf120670,barbell power clean from blocks,gv_m_d6bd4bdf7a,,male_only,,,,,,review,auto_candidate
gvc_44a72c926f4e,barbell power jerk,Barbell Power Jerk,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_44a72c926f4e,barbell power jerk,gv_m_629373af39,,male_only,,,,,,review,auto_candidate
gvc_f0d7b36c13b3,barbell power snatch,Barbell Power Snatch,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_f0d7b36c13b3,barbell power snatch,gv_m_f53eaf5722,,male_only,,,,,,review,auto_candidate
gvc_6645922735a3,barbell power snatch from blocks,Barbell Power Snatch From Blocks,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_6645922735a3,barbell power snatch from blocks,gv_m_59da8fdc0d,,male_only,,,,,,review,auto_candidate
gvc_ff33fb88ee66,barbell preacher curl,Barbell Preacher Curl,Upper-Arms,팔,Barbell,weight_reps,2,1,1,gvr_ff33fb88ee66,barbell preacher curl,gv_m_3bfe98c82d,gv_f_7705fb3b4d,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_77a8e5ae13b3,barbell prone incline curl,Barbell Prone Incline Curl,Upper-Arms,팔,Barbell,weight_reps,2,1,1,gvr_77a8e5ae13b3,barbell prone incline curl,gv_m_8091525531,gv_f_fef1016c01,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_97996f6d7725,barbell pullover,Barbell Pullover,Back,등,Barbell,weight_reps,1,1,0,gvr_97996f6d7725,barbell pullover,gv_m_a3f564e94d,,male_only,,,,,,review,auto_candidate
gvc_7a9a4c49b103,barbell pullover with bench press,Barbell Pullover With Bench Press,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_7a9a4c49b103,barbell pullover with bench press,gv_m_0042dffb99,,male_only,,,,,,review,auto_candidate
gvc_9f9d8880cf4b,barbell quarter squat,Barbell Quarter Squat,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_9f9d8880cf4b,barbell quarter squat,gv_m_5f7041d879,,male_only,,,,,,review,auto_candidate
gvc_8fbdaae9fe0a,barbell rack pull,Barbell Rack Pull,Hips,하체,Barbell,weight_reps,2,1,1,gvr_8fbdaae9fe0a,barbell rack pull,gv_m_0f746ae3b9,gv_f_a868d7756a,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0d2b4988dea8,barbell rear delt raise,Barbell Rear Delt Raise,Shoulders,어깨,Barbell,weight_reps,2,1,1,gvr_0d2b4988dea8,barbell rear delt raise,gv_m_c84c1765f9,gv_f_e5ccf692f5,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_1333196c3352,barbell rear delt row,Barbell Rear Delt Row,Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_1333196c3352,barbell rear delt row,gv_m_3392540fdb,,male_only,,,,,,review,auto_candidate
gvc_bf4e44410f44,barbell rear lunge,Barbell Rear Lunge,Thighs,하체,Barbell,weight_reps,2,1,1,gvr_bf4e44410f44,barbell rear lunge,gv_m_dd0625cf29,gv_f_aa6d7c8f6f,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_9047db5e7e64,barbell rear lunge version 2,Barbell Rear Lunge (version 2),Thighs,하체,Barbell,weight_reps,1,1,0,gvr_bf4e44410f44,barbell rear lunge,gv_m_3eb36b372c,,male_only,,,,,,review,auto_candidate
gvc_6a5ae4d2513c,barbell reeves deadlift,Barbell Reeves Deadlift,Hips,하체,Barbell,weight_reps,1,1,0,gvr_6a5ae4d2513c,barbell reeves deadlift,gv_m_336f8488f7,,male_only,,,,,,review,auto_candidate
gvc_8452ab5892d4,barbell reverse close grip bench press,Barbell Reverse Close Grip Bench Press,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_8452ab5892d4,barbell reverse close grip bench press,gv_m_da276cee2b,,male_only,,,,,,review,auto_candidate
gvc_236efd7c85d3,barbell reverse curl,Barbell Reverse Curl,Forearms,팔,Barbell,weight_reps,2,1,1,gvr_236efd7c85d3,barbell reverse curl,gv_m_161a7a0883,gv_f_bff6bde4ae,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_4e893512eba3,barbell reverse grip bench press,Barbell Reverse Grip Bench Press,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_4e893512eba3,barbell reverse grip bench press,gv_m_fedfe89d90,,male_only,,,,,,review,auto_candidate
gvc_827ba189ba7b,barbell reverse grip bench press on floor,Barbell Reverse Grip Bench Press On Floor,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_827ba189ba7b,barbell reverse grip bench press on floor,gv_m_3adae2bdee,,male_only,,,,,,review,auto_candidate
gvc_979cd23cc0e9,barbell reverse grip bent over row,Barbell Reverse Grip Bent Over Row,Back,등,Barbell,weight_reps,1,0,1,gvr_979cd23cc0e9,barbell reverse grip bent over row,,gv_f_642ca5b9f1,female_only,,,,,,review,auto_candidate
gvc_2ed9c8ad4e8a,barbell reverse grip incline bench row,Barbell Reverse Grip Incline Bench Row,Back,등,Barbell,weight_reps,1,1,0,gvr_2ed9c8ad4e8a,barbell reverse grip incline bench row,gv_m_0cbe584943,,male_only,,,,,,review,auto_candidate
gvc_9ead155dc1c6,barbell reverse grip overhead press,Barbell Reverse Grip Overhead Press,Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_9ead155dc1c6,barbell reverse grip overhead press,gv_m_d6a2c23149,,male_only,,,,,,review,auto_candidate
gvc_38e376732d2a,barbell reverse preacher curl,Barbell Reverse Preacher Curl,Forearms,팔,Barbell,weight_reps,1,1,0,gvr_38e376732d2a,barbell reverse preacher curl,gv_m_6cf392bedb,,male_only,,,,,,review,auto_candidate
gvc_c485cf21bd49,barbell reverse spider curl,Barbell Reverse Spider Curl,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_c485cf21bd49,barbell reverse spider curl,gv_m_735c094528,,male_only,,,,,,review,auto_candidate
gvc_6fcbb2051996,barbell reverse wrist curl,Barbell Reverse Wrist Curl,Forearms,팔,Barbell,weight_reps,2,1,1,gvr_6fcbb2051996,barbell reverse wrist curl,gv_m_f31c5e0178,gv_f_01f1b37654,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_d8be606dc89b,barbell rollout,Barbell Rollout,Hips,하체,Barbell,weight_reps,1,1,0,gvr_d8be606dc89b,barbell rollout,gv_m_e3b6275607,,male_only,,,,,,review,auto_candidate
gvc_06bdbdeb386f,barbell romanian deadlift,Barbell Romanian Deadlift,Hips,하체,Barbell,weight_reps,2,1,1,gvr_06bdbdeb386f,barbell romanian deadlift,gv_m_c2bccb1376,gv_f_52a102ac1c,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_632d48c0b0c6,barbell romanian deadlift to row,Barbell Romanian Deadlift To Row,Hips,하체,Barbell,weight_reps,1,1,0,gvr_632d48c0b0c6,barbell romanian deadlift to row,gv_m_8e46de97f5,,male_only,,,,,,review,auto_candidate
gvc_6b168a1a2a1f,barbell seated behind head military press,Barbell Seated Behind Head Military Press,Shoulders,어깨,Barbell,weight_reps,2,1,1,gvr_6b168a1a2a1f,barbell seated behind head military press,gv_m_518dfea3e3,gv_f_d5f2f2d1fa,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_9ce5ad3c290b,barbell seated calf raise,Barbell Seated Calf Raise,Calves,하체,Barbell,weight_reps,1,0,1,gvr_9ce5ad3c290b,barbell seated calf raise,,gv_f_6ee4145ef5,female_only,,,,,,review,auto_candidate
gvc_d85e187e352e,barbell seated close grip concentration curl,Barbell Seated Close Grip Concentration Curl,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_d85e187e352e,barbell seated close grip concentration curl,gv_m_c6865b9a69,,male_only,,,,,,review,auto_candidate
gvc_91388f7337a7,barbell seated front raise,Barbell Seated Front Raise,Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_91388f7337a7,barbell seated front raise,gv_m_70ab586a09,,male_only,,,,,,review,auto_candidate
gvc_c6031e4dc282,barbell seated good morning,Barbell Seated Good Morning,Hips,하체,Barbell,weight_reps,2,1,1,gvr_c6031e4dc282,barbell seated good morning,gv_m_f8681f8d72,gv_f_28cfb4d253,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_359eb3f57c33,barbell seated military press inside squat cage,Barbell Seated Military Press (inside Squat Cage),Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_359eb3f57c33,barbell seated military press inside squat cage,gv_m_4ad3db3143,,male_only,,,,,,review,auto_candidate
gvc_67e7826690d6,barbell seated overhead press,Barbell Seated Overhead Press,Shoulders,어깨,Barbell,weight_reps,2,1,1,gvr_67e7826690d6,barbell seated overhead press,gv_m_735de1829b,gv_f_cd9aa93572,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_dc9550f2ddef,barbell seated overhead triceps extension,Barbell Seated Overhead Triceps Extension,Upper-Arms,팔,Barbell,weight_reps,2,1,1,gvr_dc9550f2ddef,barbell seated overhead triceps extension,gv_m_5d3398e7b9,gv_f_bc88ef17c0,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_fa0482701c06,barbell seated shrug,Barbell Seated Shrug,Back,등,Barbell,weight_reps,1,1,0,gvr_fa0482701c06,barbell seated shrug,gv_m_170a136329,,male_only,,,,,,review,auto_candidate
gvc_ed9445fb9473,barbell seated twist on stability ball,Barbell Seated Twist (on Stability Ball),Waist,코어,Barbell,weight_reps,2,1,1,gvr_ed9445fb9473,barbell seated twist on stability ball,gv_m_eb2002bdae,gv_f_7973e99133,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_a920d794db66,barbell shoulder grip upright row,Barbell Shoulder Grip Upright Row,Shoulders,어깨,Barbell,weight_reps,1,0,1,gvr_a920d794db66,barbell shoulder grip upright row,,gv_f_8db011d2ce,female_only,,,,,,review,auto_candidate
gvc_28fe33fe6aa4,barbell shrug,Barbell Shrug,Back,등,Barbell,weight_reps,1,0,1,gvr_28fe33fe6aa4,barbell shrug,,gv_f_b73544962d,female_only,,,,,,review,auto_candidate
gvc_06095a08b6ba,barbell side bent version 2,Barbell Side Bent (version 2),Waist,코어,Barbell,weight_reps,1,1,0,gvr_e56858a93a88,barbell side bent,gv_m_0e3ed079db,,male_only,,,,,,review,auto_candidate
gvc_e3fa01241682,barbell side split squat version 2,Barbell Side Split Squat (version 2),Thighs,하체,Barbell,weight_reps,1,1,0,gvr_49e95aeabd15,barbell side split squat,gv_m_cc547c18d4,,male_only,,,,,,review,auto_candidate
gvc_54601e0f4ecc,barbell single leg deadlift,Barbell Single Leg Deadlift,Hips,하체,Barbell,weight_reps,1,1,0,gvr_54601e0f4ecc,barbell single leg deadlift,gv_m_58c9749a21,,male_only,,,,,,review,auto_candidate
gvc_ecda9922a78a,barbell single leg good morning,Barbell Single Leg Good Morning,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_ecda9922a78a,barbell single leg good morning,gv_m_eda2d66d09,,male_only,,,,,,review,auto_candidate
gvc_085e7c2f0e6a,barbell single leg split squat,Barbell Single Leg Split Squat,Hips; Thighs,하체,Barbell,weight_reps,2,1,1,gvr_085e7c2f0e6a,barbell single leg split squat,gv_m_b37502b5a1,gv_f_db928718a9,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_6b8fabf32e54,barbell skier,Barbell Skier,Shoulders,어깨,Barbell,weight_reps,1,0,1,gvr_6b8fabf32e54,barbell skier,,gv_f_2adbfc99ed,female_only,,,,,,review,auto_candidate
gvc_57cfe5f7bfd0,barbell snatch,Barbell Snatch,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_57cfe5f7bfd0,barbell snatch,gv_m_de17484bee,,male_only,,,,,,review,auto_candidate
gvc_453ba794ebab,barbell snatch balance,Barbell Snatch Balance,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_453ba794ebab,barbell snatch balance,gv_m_deb90a5306,,male_only,,,,,,review,auto_candidate
gvc_267683d9e7a9,barbell snatch deadlift,Barbell Snatch Deadlift,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_267683d9e7a9,barbell snatch deadlift,gv_m_79d23aa62b,,male_only,,,,,,review,auto_candidate
gvc_4270b7e67dfb,barbell snatch from blocks,Barbell Snatch From Blocks,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_4270b7e67dfb,barbell snatch from blocks,gv_m_996b7bdfb8,,male_only,,,,,,review,auto_candidate
gvc_3f739cc66352,barbell snatch grip deadlift,Barbell Snatch Grip Deadlift,Hips,하체,Barbell,weight_reps,1,1,0,gvr_3f739cc66352,barbell snatch grip deadlift,gv_m_6890fbdb6e,,male_only,,,,,,review,auto_candidate
gvc_eb292122befa,barbell split clean,Barbell Split Clean,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_eb292122befa,barbell split clean,gv_m_c5cc384113,,male_only,,,,,,review,auto_candidate
gvc_a303273c4214,barbell split jerk,Barbell Split Jerk,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_a303273c4214,barbell split jerk,gv_m_34b95bbd6d,,male_only,,,,,,review,auto_candidate
gvc_8cc2476e140f,barbell split snatch,Barbell Split Snatch,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_8cc2476e140f,barbell split snatch,gv_m_550752b80c,,male_only,,,,,,review,auto_candidate
gvc_775770e8f255,barbell split squat,Barbell Split Squat,Thighs,하체,Barbell,weight_reps,2,1,1,gvr_775770e8f255,barbell split squat,gv_m_2fcd824e38,gv_f_9ec567a848,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_35e997642c29,barbell split squat version 2,Barbell Split Squat (version 2),Hips,하체,Barbell,weight_reps,1,1,0,gvr_775770e8f255,barbell split squat,gv_m_70adc4f905,,male_only,,,,,,review,auto_candidate
gvc_955b5b8cb671,barbell split squat front foot elevanted,Barbell Split Squat Front Foot Elevanted,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_955b5b8cb671,barbell split squat front foot elevanted,gv_m_eaa1635f64,,male_only,,,,,,review,auto_candidate
gvc_5f0d693a7821,barbell squat,Barbell Squat,Thighs,하체,Barbell,weight_reps,1,0,1,gvr_5f0d693a7821,barbell squat,,gv_f_f7297aa3ea,female_only,,,,,,review,auto_candidate
gvc_02ccb1c946b4,barbell squat on knees,Barbell Squat (on Knees),Thighs,하체,Barbell,weight_reps,1,1,0,gvr_02ccb1c946b4,barbell squat on knees,gv_m_1de9b7f0a3,,male_only,,,,,,review,auto_candidate
gvc_dfc19a4e242a,barbell squat 2 sec hold,Barbell Squat 2 Sec Hold,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_dfc19a4e242a,barbell squat 2 sec hold,gv_m_8ad96814b3,,male_only,,,,,,review,auto_candidate
gvc_a361c706114a,barbell squat hips wrong right,Barbell Squat Hips (wrong Right),,,Barbell,weight_reps,1,0,1,gvr_a361c706114a,barbell squat hips wrong right,,gv_f_c4e1ca01e1,female_only,,,,,,review,auto_candidate
gvc_1aef8c7e44fc,barbell squat knees end position wrong right,Barbell Squat Knees End Position (wrong Right),,,Barbell,weight_reps,1,0,1,gvr_1aef8c7e44fc,barbell squat knees end position wrong right,,gv_f_706c567ab2,female_only,,,,,,review,auto_candidate
gvc_fd918b8a981f,barbell squat knees middle position wrong right,Barbell Squat Knees Middle Position (wrong Right),,,Barbell,weight_reps,1,0,1,gvr_fd918b8a981f,barbell squat knees middle position wrong right,,gv_f_3bf30bd15e,female_only,,,,,,review,auto_candidate
gvc_d3db3502c3b4,barbell srtict curl,Barbell Srtict Curl,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_d3db3502c3b4,barbell srtict curl,gv_m_e687de39cf,,male_only,,,,,,review,auto_candidate
gvc_e8387631a08b,barbell staggered stance deadlift,Barbell Staggered Stance Deadlift,Hips,하체,Barbell,weight_reps,1,1,0,gvr_e8387631a08b,barbell staggered stance deadlift,gv_m_db2e2a8910,,male_only,,,,,,review,auto_candidate
gvc_f85bb93d1d92,barbell staggered stance hip thrust,Barbell Staggered Stance Hip Thrust,Hips,하체,Barbell,weight_reps,1,0,1,gvr_f85bb93d1d92,barbell staggered stance hip thrust,,gv_f_dcb7253256,female_only,,,,,,review,auto_candidate
gvc_cb0e0c0740e4,barbell standing back wrist curl,Barbell Standing Back Wrist Curl,Forearms,팔,Barbell,weight_reps,2,1,1,gvr_cb0e0c0740e4,barbell standing back wrist curl,gv_m_c228f33afc,gv_f_d8b9bcb5a7,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_2e504f58e9e8,barbell standing bent knee calf raise from deficit,Barbell Standing Bent Knee Calf Raise From Deficit,,,Barbell,weight_reps,1,1,0,gvr_2e504f58e9e8,barbell standing bent knee calf raise from deficit,gv_m_ad8f98d864,,male_only,,,,,,review,auto_candidate
gvc_1f72ccc1b99c,barbell standing calf raise,Barbell Standing Calf Raise,Calves,하체,Barbell,weight_reps,2,1,1,gvr_1f72ccc1b99c,barbell standing calf raise,gv_m_85190b4efa,gv_f_281111e6b6,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_5973005514e9,barbell standing close grip curl,Barbell Standing Close Grip Curl,Upper-Arms,팔,Barbell,weight_reps,2,1,1,gvr_5973005514e9,barbell standing close grip curl,gv_m_b52ed01a09,gv_f_19527d6ee1,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_b9316c3d536f,barbell standing close grip military press,Barbell Standing Close Grip Military Press (,,,Barbell,weight_reps,1,0,1,gvr_b9316c3d536f,barbell standing close grip military press,,gv_f_e6bc55f667,female_only,,,,,,review,auto_candidate
gvc_057fc0a2a533,barbell standing concentration curl,Barbell Standing Concentration Curl,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_057fc0a2a533,barbell standing concentration curl,gv_m_33245fa029,,male_only,,,,,,review,auto_candidate
gvc_595c6c69b7ea,barbell standing leg calf raise,Barbell Standing Leg Calf Raise,Calves,하체,Barbell,weight_reps,1,1,0,gvr_595c6c69b7ea,barbell standing leg calf raise,gv_m_2b29ab58fa,,male_only,,,,,,review,auto_candidate
gvc_0a154ee13d0d,barbell standing military press without rack,Barbell Standing Military Press (without Rack),Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_0a154ee13d0d,barbell standing military press without rack,gv_m_8baf9febd9,,male_only,,,,,,review,auto_candidate
gvc_f42af5c011d4,barbell standing military press without rack fe,Barbell Standing Military Press (without Rack) (fe,,,Barbell,weight_reps,1,0,1,gvr_f42af5c011d4,barbell standing military press without rack fe,,gv_f_b8ea11efe9,female_only,,,,,,review,auto_candidate
gvc_d2254111d5e9,barbell standing military press without rack shoulders without weight,Barbell Standing Military Press (without Rack) Shoulders Without Weight,,,Barbell,weight_reps,1,1,0,gvr_d2254111d5e9,barbell standing military press without rack shoulders without weight,gv_m_2048b91a12,,male_only,,,,,,review,auto_candidate
gvc_8eedc179a884,barbell standing overhead triceps extension femal,Barbell Standing Overhead Triceps Extension (femal,,,Barbell,weight_reps,1,0,1,gvr_8eedc179a884,barbell standing overhead triceps extension femal,,gv_f_166cc3c84d,female_only,,,,,,review,auto_candidate
gvc_a755c70d39ec,barbell standing shoulders press,Barbell Standing Shoulders Press,Shoulders,어깨,Barbell,weight_reps,1,1,0,gvr_a755c70d39ec,barbell standing shoulders press,gv_m_f61d1a905a,,male_only,,,,,,review,auto_candidate
gvc_ac18b6ac826a,barbell standing twist,Barbell Standing Twist,Waist,코어,Barbell,weight_reps,2,1,1,gvr_ac18b6ac826a,barbell standing twist,gv_m_85b224a2bc,gv_f_e029f6904a,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_0a75038c68b4,barbell standing wide grip biceps curl,Barbell Standing Wide Grip Biceps Curl,Upper-Arms,팔,Barbell,weight_reps,1,1,0,gvr_0a75038c68b4,barbell standing wide grip biceps curl,gv_m_9497928f3d,,male_only,,,,,,review,auto_candidate
gvc_ade3cafc1ba9,barbell standing wide grip curl,Barbell Standing Wide Grip Curl,Upper-Arms,팔,Barbell,weight_reps,2,1,1,gvr_ade3cafc1ba9,barbell standing wide grip curl,gv_m_331002a525,gv_f_5b34a05e9b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_d529839753e7,barbell standing wrist curl,Barbell Standing Wrist Curl,Forearms,팔,Barbell,weight_reps,1,1,0,gvr_d529839753e7,barbell standing wrist curl,gv_m_71b1b4949f,,male_only,,,,,,review,auto_candidate
gvc_974d65654a43,barbell standing wrist reverse curl,Barbell Standing Wrist Reverse Curl,Forearms,팔,Barbell,weight_reps,1,1,0,gvr_974d65654a43,barbell standing wrist reverse curl,gv_m_dae3af609f,,male_only,,,,,,review,auto_candidate
gvc_15913437c0f7,barbell step up,Barbell Step Up,Hips,하체,Barbell,weight_reps,2,1,1,gvr_15913437c0f7,barbell step up,gv_m_58c69b0ad6,gv_f_3637114a86,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_5125fdc02759,barbell stiff legged deadlift,Barbell Stiff Legged Deadlift,Hips,하체,Barbell,weight_reps,2,1,1,gvr_5125fdc02759,barbell stiff legged deadlift,gv_m_a3edc0295f,gv_f_86ebdfc490,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_7d1b47b29e8d,barbell straight leg deadlift,Barbell Straight Leg Deadlift,Thighs,하체,Barbell,weight_reps,2,1,1,gvr_7d1b47b29e8d,barbell straight leg deadlift,gv_m_f3b99f56f7,gv_f_23067c8284,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_3a0c9660f72b,barbell sumo deadlift,Barbell Sumo Deadlift,Hips,하체,Barbell,weight_reps,2,1,1,gvr_3a0c9660f72b,barbell sumo deadlift,gv_m_b853a0e84c,gv_f_21d9b36b97,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_16b53c7a29f9,barbell sumo deadlift from deficit,Barbell Sumo Deadlift From Deficit,Hips,하체,Barbell,weight_reps,1,1,0,gvr_16b53c7a29f9,barbell sumo deadlift from deficit,gv_m_f0d7adc7bc,,male_only,,,,,,review,auto_candidate
gvc_b6a1c722d25b,barbell sumo romanian deadlift,Barbell Sumo Romanian Deadlift,Hips,하체,Barbell,weight_reps,2,1,1,gvr_b6a1c722d25b,barbell sumo romanian deadlift,gv_m_7f04ff7e3a,gv_f_07d7f348c6,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_16bf4655abf0,barbell sumo squat,Barbell Sumo Squat,Thighs,하체,Barbell,weight_reps,1,0,1,gvr_16bf4655abf0,barbell sumo squat,,gv_f_f0ae8fe716,female_only,,,,,,review,auto_candidate
gvc_ce3a90deb9f5,barbell thruster,Barbell Thruster,Weightlifting,,Barbell,weight_reps,1,1,0,gvr_ce3a90deb9f5,barbell thruster,gv_m_2784be5fac,,male_only,,,,,,review,auto_candidate
gvc_602cf93b63ff,barbell underhand bent over row,Barbell Underhand Bent Over Row,Back,등,Barbell,weight_reps,1,1,0,gvr_602cf93b63ff,barbell underhand bent over row,gv_m_4681397958,,male_only,,,,,,review,auto_candidate
gvc_04687aeac8b7,barbell upright row,Barbell Upright Row,Shoulders,어깨,Barbell,weight_reps,2,2,0,gvr_04687aeac8b7,barbell upright row,,,male_only,,,,,,review,auto_candidate
gvc_90d2e3c86080,barbell upright row shoulders without weight,Barbell Upright Row Shoulders Without Weight,,,Barbell,weight_reps,1,1,0,gvr_90d2e3c86080,barbell upright row shoulders without weight,gv_m_5e8c1d5693,,male_only,,,,,,review,auto_candidate
gvc_3b28530991ea,barbell walking lunge,Barbell Walking Lunge,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_3b28530991ea,barbell walking lunge,gv_m_db0a07b8e9,,male_only,,,,,,review,auto_candidate
gvc_7200216f0cf0,barbell weighted chains bench press,Barbell Weighted Chains Bench Press,Chest,가슴,Barbell,weight_reps,1,1,0,gvr_7200216f0cf0,barbell weighted chains bench press,gv_m_2d51b8d457,,male_only,,,,,,review,auto_candidate
gvc_718b46ca92a0,barbell weighted chains bench squat,Barbell Weighted Chains Bench Squat,Thighs,하체,Barbell,weight_reps,1,1,0,gvr_718b46ca92a0,barbell weighted chains bench squat,gv_m_d04e3fa218,,male_only,,,,,,review,auto_candidate
gvc_e29ec28db791,barbell wide bench press,Barbell Wide Bench Press,Chest,가슴,Barbell,weight_reps,1,0,1,gvr_e29ec28db791,barbell wide bench press,,gv_f_173c8f2b18,female_only,,,,,,review,auto_candidate
gvc_9a5dc7d8b1eb,barbell wide grip upright row,Barbell Wide Grip Upright Row,Shoulders,어깨,Barbell,weight_reps,2,1,1,gvr_9a5dc7d8b1eb,barbell wide grip upright row,gv_m_709a191712,gv_f_84b5a5345b,paired_1_to_1_auto,,,,,,review,auto_candidate
gvc_06c7d075a4ca,barbell wide shrug,Barbell Wide Shrug,Back,등,Barbell,weight_reps,1,1,0,gvr_06c7d075a4ca,barbell wide shrug,gv_m_95f73ee801,,male_only,,,,,,review,auto_candidate
